step,day,hour,player,money,hands,hires_today,quadrants,plants,animals,weeds,shed_total
0,0,0,0,3000.0,0,0,1,{},{},0,0
0,0,0,1,3000.0,0,0,1,{},{},0,0
1,0,1,0,177.0,4,4,1,{},{},0,6
1,0,1,1,2466.0,0,0,1,{},{},0,6
2,0,2,0,177.0,4,4,1,{},{},0,2
2,0,2,1,587.0,4,4,1,{},{},0,8
3,0,3,0,177.0,4,4,1,{},{},0,0
3,0,3,1,614.0,4,4,1,{},{},0,4
4,0,4,0,177.0,4,4,1,"{""WHEAT"": 1}","{""COW"": 1}",0,0
4,0,4,1,454.0,4,4,1,{},"{""COW"": 1}",0,3
5,0,5,0,177.0,4,4,1,"{""MELON"": 1, ""WHEAT"": 1}","{""COW"": 1}",0,0
5,0,5,1,427.0,4,4,1,{},"{""COW"": 1}",0,1
6,0,6,0,177.0,4,4,1,"{""MELON"": 1, ""WHEAT"": 1}","{""SHEEP"": 1, ""COW"": 1}",0,0
6,0,6,1,239.0,4,4,1,{},"{""SHEEP"": 1, ""COW"": 1}",0,2
7,0,7,0,177.0,4,4,1,"{""WHEAT"": 3, ""MELON"": 1}","{""SHEEP"": 1, ""COW"": 1}",0,0
7,0,7,1,211.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,3
8,0,8,0,177.0,4,4,1,"{""WHEAT"": 3, ""MELON"": 1}","{""COW"": 2, ""SHEEP"": 1}",0,0
8,0,8,1,211.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,3
9,0,9,0,177.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 1}","{""COW"": 2, ""SHEEP"": 1}",0,0
9,0,9,1,211.0,4,4,1,{},"{""COW"": 2, ""SHEEP"": 3}",0,3
10,0,10,0,177.0,4,4,1,"{""CARROT"": 2, ""WHEAT"": 4, ""MELON"": 1}","{""COW"": 2, ""SHEEP"": 1}",0,0
10,0,10,1,211.0,4,4,1,"{""MELON"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,2
11,0,11,0,177.0,4,4,1,"{""CARROT"": 2, ""WHEAT"": 4, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 1}",0,0
11,0,11,1,211.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,2
12,0,12,0,177.0,4,4,1,"{""CARROT"": 2, ""WHEAT"": 5, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 1}",0,0
12,0,12,1,51.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,2
13,0,13,0,177.0,4,4,1,"{""CARROT"": 4, ""WHEAT"": 5, ""MELON"": 2}","{""COW"": 3, ""SHEEP"": 1}",0,0
13,0,13,1,31.0,4,4,1,"{""MELON"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,2
14,0,14,0,177.0,4,4,1,"{""CARROT"": 4, ""WHEAT"": 5, ""MELON"": 2}","{""COW"": 3, ""SHEEP"": 1}",0,0
14,0,14,1,31.0,4,4,1,"{""MELON"": 5, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,2
15,0,15,0,177.0,4,4,1,"{""CARROT"": 4, ""WHEAT"": 5, ""MELON"": 2}","{""COW"": 3, ""SHEEP"": 1}",0,0
15,0,15,1,49.0,4,4,1,"{""MELON"": 6, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,1
16,0,16,0,177.0,4,4,1,"{""WHEAT"": 7, ""CARROT"": 4, ""MELON"": 3}","{""COW"": 3, ""SHEEP"": 1}",0,0
16,0,16,1,39.0,4,4,1,"{""WHEAT"": 2, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
17,0,17,0,177.0,4,4,1,"{""WHEAT"": 7, ""CARROT"": 4, ""MELON"": 3}","{""COW"": 3, ""SHEEP"": 1}",0,0
17,0,17,1,29.0,4,4,1,"{""WHEAT"": 3, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
18,0,18,0,177.0,4,4,1,"{""WHEAT"": 7, ""CARROT"": 4, ""MELON"": 3}","{""SHEEP"": 2, ""COW"": 3}",0,0
18,0,18,1,47.0,4,4,1,"{""WHEAT"": 5, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
19,0,19,0,177.0,4,4,1,"{""WHEAT"": 9, ""CARROT"": 4, ""MELON"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
19,0,19,1,37.0,4,4,1,"{""WHEAT"": 6, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
20,0,20,0,177.0,4,4,1,"{""WHEAT"": 9, ""CARROT"": 4, ""MELON"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
20,0,20,1,27.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
21,0,21,0,177.0,4,4,1,"{""WHEAT"": 9, ""CARROT"": 4, ""MELON"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
21,0,21,1,17.0,4,4,1,"{""WHEAT"": 8, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
22,0,22,0,177.0,4,4,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
22,0,22,1,7.0,4,4,1,"{""WHEAT"": 9, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
23,0,23,0,177.0,4,4,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
23,0,23,1,7.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
24,1,0,0,177.0,0,0,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
24,1,0,1,7.0,0,0,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
25,1,1,0,35.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,5
25,1,1,1,0.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
26,1,2,0,35.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
26,1,2,1,0.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
27,1,3,0,35.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
27,1,3,1,42.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
28,1,4,0,35.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
28,1,4,1,42.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
29,1,5,0,35.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
29,1,5,1,42.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,3
30,1,6,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
30,1,6,1,142.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
31,1,7,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
31,1,7,1,183.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
32,1,8,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
32,1,8,1,23.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
33,1,9,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
33,1,9,1,192.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
34,1,10,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
34,1,10,1,192.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 7}","{""COW"": 2, ""SHEEP"": 3}",0,1
35,1,11,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
35,1,11,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 8}","{""COW"": 2, ""SHEEP"": 3}",0,1
36,1,12,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
36,1,12,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 9}","{""COW"": 2, ""SHEEP"": 3}",0,1
37,1,13,0,135.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
37,1,13,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
38,1,14,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
38,1,14,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
39,1,15,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
39,1,15,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
40,1,16,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
40,1,16,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
41,1,17,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
41,1,17,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
42,1,18,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
42,1,18,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
43,1,19,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
43,1,19,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
44,1,20,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
44,1,20,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
45,1,21,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
45,1,21,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
46,1,22,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
46,1,22,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
47,1,23,0,333.0,2,2,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
47,1,23,1,32.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
