step,day,hour,player,money,hands,hires_today,quadrants,plants,animals,weeds,shed_total
0,0,0,0,3000.0,0,0,1,{},{},0,0
0,0,0,1,3000.0,0,0,1,{},{},0,0
1,0,1,0,312.0,6,6,1,{},{},0,6
1,0,1,1,2435.0,0,0,1,{},{},0,6
2,0,2,0,39.0,7,7,1,{},{},0,0
2,0,2,1,555.0,4,4,1,{},{},0,8
3,0,3,0,39.0,7,7,1,{},{},0,0
3,0,3,1,555.0,4,4,1,{},{},0,5
4,0,4,0,39.0,7,7,1,{},{},0,0
4,0,4,1,395.0,4,4,1,{},"{""COW"": 1}",0,4
5,0,5,0,39.0,7,7,1,{},"{""SHEEP"": 3}",0,0
5,0,5,1,395.0,4,4,1,{},"{""COW"": 1}",0,0
6,0,6,0,12.0,7,7,1,"{""MELON"": 1}","{""SHEEP"": 3}",0,1
6,0,6,1,207.0,4,4,1,{},"{""SHEEP"": 1, ""COW"": 1}",0,1
7,0,7,0,12.0,7,7,1,"{""MELON"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,1
7,0,7,1,179.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,2
8,0,8,0,12.0,7,7,1,"{""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
8,0,8,1,179.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,2
9,0,9,0,12.0,7,7,1,"{""WHEAT"": 4, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
9,0,9,1,179.0,4,4,1,{},"{""COW"": 2, ""SHEEP"": 3}",0,2
10,0,10,0,12.0,7,7,1,"{""WHEAT"": 8, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
10,0,10,1,179.0,4,4,1,"{""MELON"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,1
11,0,11,0,12.0,7,7,1,"{""WHEAT"": 8, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
11,0,11,1,179.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,1
12,0,12,0,12.0,7,7,1,"{""WHEAT"": 11, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
12,0,12,1,19.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,1
13,0,13,0,12.0,7,7,1,"{""WHEAT"": 14, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
13,0,13,1,9.0,4,4,1,"{""MELON"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
14,0,14,0,12.0,7,7,1,"{""WHEAT"": 15, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
14,0,14,1,9.0,4,4,1,"{""MELON"": 5, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,1
15,0,15,0,12.0,7,7,1,"{""WHEAT"": 16, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
15,0,15,1,7.0,4,4,1,"{""MELON"": 6, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,0
16,0,16,0,12.0,7,7,1,"{""WHEAT"": 17, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
16,0,16,1,7.0,4,4,1,"{""WHEAT"": 2, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
17,0,17,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
17,0,17,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
18,0,18,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,1
18,0,18,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
19,0,19,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
19,0,19,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
20,0,20,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
20,0,20,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
21,0,21,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
21,0,21,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
22,0,22,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
22,0,22,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
23,0,23,0,12.0,7,7,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
23,0,23,1,7.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
24,1,0,0,12.0,0,0,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
24,1,0,1,7.0,0,0,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
25,1,1,0,8.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
25,1,1,1,0.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
26,1,2,0,108.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
26,1,2,1,0.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
27,1,3,0,108.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
27,1,3,1,44.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
28,1,4,0,108.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
28,1,4,1,44.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
29,1,5,0,108.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
29,1,5,1,44.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,3
30,1,6,0,208.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
30,1,6,1,144.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
31,1,7,0,36.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,6
31,1,7,1,185.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
32,1,8,0,135.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,4
32,1,8,1,25.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
33,1,9,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,2
33,1,9,1,193.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
34,1,10,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
34,1,10,1,193.0,4,4,1,"{""MELON"": 7, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
35,1,11,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
35,1,11,1,33.0,4,4,1,"{""MELON"": 8, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
36,1,12,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
36,1,12,1,33.0,4,4,1,"{""MELON"": 9, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
37,1,13,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
37,1,13,1,33.0,4,4,1,"{""MELON"": 10, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
38,1,14,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
38,1,14,1,33.0,4,4,1,"{""MELON"": 10, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
39,1,15,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
39,1,15,1,33.0,4,4,1,"{""MELON"": 10, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
40,1,16,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
40,1,16,1,33.0,4,4,1,"{""MELON"": 10, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
41,1,17,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
41,1,17,1,23.0,4,4,1,"{""MELON"": 10, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
42,1,18,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
42,1,18,1,23.0,4,4,1,"{""MELON"": 10, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
43,1,19,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
43,1,19,1,13.0,4,4,1,"{""WHEAT"": 5, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
44,1,20,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
44,1,20,1,3.0,4,4,1,"{""WHEAT"": 6, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
45,1,21,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
45,1,21,1,3.0,4,4,1,"{""WHEAT"": 6, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
46,1,22,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
46,1,22,1,3.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
47,1,23,0,430.0,3,3,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
47,1,23,1,3.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
48,2,0,0,430.0,0,0,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
48,2,0,1,3.0,0,0,1,"{""WHEAT"": 7, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
49,2,1,0,231.0,6,6,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,6
49,2,1,1,1.0,2,2,1,"{""WHEAT"": 7, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
50,2,2,0,231.0,6,6,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
50,2,2,1,1.0,2,2,1,"{""WHEAT"": 7, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
51,2,3,0,329.0,6,6,1,"{""WHEAT"": 18, ""MELON"": 1}","{""COW"": 3, ""SHEEP"": 3}",0,0
51,2,3,1,37.0,3,3,1,"{""WHEAT"": 7, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,2
