step,day,hour,player,money,hands,hires_today,quadrants,plants,animals,weeds,shed_total
0,0,0,0,3000.0,0,0,1,{},{},0,0
0,0,0,1,3000.0,0,0,1,{},{},0,0
1,0,1,0,2464.0,0,0,1,{},{},0,6
1,0,1,1,2464.0,0,0,1,{},{},0,6
2,0,2,0,585.0,4,4,1,{},{},0,8
2,0,2,1,585.0,4,4,1,{},{},0,8
3,0,3,0,613.0,4,4,1,{},{},0,4
3,0,3,1,613.0,4,4,1,{},{},0,3
4,0,4,0,453.0,4,4,1,{},"{""COW"": 1}",0,3
4,0,4,1,613.0,4,4,1,{},"{""COW"": 1}",0,3
5,0,5,0,425.0,4,4,1,{},"{""COW"": 1}",0,1
5,0,5,1,585.0,4,4,1,{},"{""COW"": 1}",0,1
6,0,6,0,237.0,4,4,1,{},"{""SHEEP"": 1, ""COW"": 1}",0,2
6,0,6,1,585.0,4,4,1,{},"{""SHEEP"": 1, ""COW"": 1}",0,1
7,0,7,0,209.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,3
7,0,7,1,397.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,2
8,0,8,0,209.0,4,4,1,{},"{""SHEEP"": 2, ""COW"": 1}",0,3
8,0,8,1,397.0,4,4,1,{},"{""SHEEP"": 3, ""COW"": 1}",0,2
9,0,9,0,209.0,4,4,1,{},"{""COW"": 2, ""SHEEP"": 3}",0,3
9,0,9,1,237.0,4,4,1,{},"{""COW"": 2, ""SHEEP"": 3}",0,2
10,0,10,0,209.0,4,4,1,"{""MELON"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,2
10,0,10,1,237.0,4,4,1,{},"{""COW"": 2, ""SHEEP"": 3}",0,1
11,0,11,0,209.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,2
11,0,11,1,237.0,4,4,1,"{""MELON"": 2}","{""COW"": 2, ""SHEEP"": 3}",0,1
12,0,12,0,49.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,2
12,0,12,1,77.0,4,4,1,"{""MELON"": 2}","{""COW"": 2, ""SHEEP"": 3}",0,1
13,0,13,0,29.0,4,4,1,"{""MELON"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,2
13,0,13,1,77.0,4,4,1,"{""MELON"": 3}","{""COW"": 2, ""SHEEP"": 3}",0,1
14,0,14,0,29.0,4,4,1,"{""MELON"": 5, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,2
14,0,14,1,57.0,4,4,1,"{""MELON"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,1
15,0,15,0,47.0,4,4,1,"{""MELON"": 6, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,1
15,0,15,1,47.0,4,4,1,"{""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
16,0,16,0,37.0,4,4,1,"{""WHEAT"": 2, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
16,0,16,1,37.0,4,4,1,"{""MELON"": 6, ""WHEAT"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,1
17,0,17,0,55.0,4,4,1,"{""WHEAT"": 3, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
17,0,17,1,27.0,4,4,1,"{""WHEAT"": 3, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
18,0,18,0,45.0,4,4,1,"{""WHEAT"": 5, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
18,0,18,1,45.0,4,4,1,"{""WHEAT"": 4, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
19,0,19,0,35.0,4,4,1,"{""WHEAT"": 6, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
19,0,19,1,35.0,4,4,1,"{""WHEAT"": 5, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
20,0,20,0,25.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
20,0,20,1,25.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
21,0,21,0,15.0,4,4,1,"{""WHEAT"": 8, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
21,0,21,1,15.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
22,0,22,0,5.0,4,4,1,"{""WHEAT"": 9, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
22,0,22,1,5.0,4,4,1,"{""WHEAT"": 8, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
23,0,23,0,5.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
23,0,23,1,5.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
24,1,0,0,5.0,0,0,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
24,1,0,1,5.0,0,0,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
25,1,1,0,1.0,3,3,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
25,1,1,1,1.0,3,3,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
26,1,2,0,1.0,3,3,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
26,1,2,1,1.0,3,3,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
27,1,3,0,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
27,1,3,1,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
28,1,4,0,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
28,1,4,1,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
29,1,5,0,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
29,1,5,1,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,2
30,1,6,0,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,3
30,1,6,1,41.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,3
31,1,7,0,83.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,3
31,1,7,1,83.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,3
32,1,8,0,182.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
32,1,8,1,182.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
33,1,9,0,121.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
33,1,9,1,121.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
34,1,10,0,219.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
34,1,10,1,219.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
35,1,11,0,219.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 7}","{""COW"": 2, ""SHEEP"": 3}",0,0
35,1,11,1,219.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 7}","{""COW"": 2, ""SHEEP"": 3}",0,0
36,1,12,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 8}","{""COW"": 2, ""SHEEP"": 3}",0,0
36,1,12,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 8}","{""COW"": 2, ""SHEEP"": 3}",0,0
37,1,13,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 8}","{""COW"": 2, ""SHEEP"": 3}",0,0
37,1,13,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 8}","{""COW"": 2, ""SHEEP"": 3}",0,0
38,1,14,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 9}","{""COW"": 2, ""SHEEP"": 3}",0,0
38,1,14,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 9}","{""COW"": 2, ""SHEEP"": 3}",0,0
39,1,15,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
39,1,15,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
40,1,16,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
40,1,16,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
41,1,17,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
41,1,17,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
42,1,18,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
42,1,18,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
43,1,19,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
43,1,19,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
44,1,20,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
44,1,20,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
45,1,21,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
45,1,21,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
46,1,22,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
46,1,22,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
47,1,23,0,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
47,1,23,1,59.0,4,4,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
48,2,0,0,59.0,0,0,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
48,2,0,1,59.0,0,0,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
49,2,1,0,10.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
49,2,1,1,10.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
50,2,2,0,10.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
50,2,2,1,10.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
51,2,3,0,108.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
51,2,3,1,108.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
52,2,4,0,108.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
52,2,4,1,108.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
